,"market for curtain wall, triple glazing, coated, high perf alu frame","market for curtain wall, smart glazing, high perf alu frame","market for curtain wall, vacuum double glazing, coated, high perf alu frame","market for curtain wall, triple glazing, two coatings, xenon, high perf alu frame","market for curtain wall, double glazing, coated, high perf alu frame","market for curtain wall, single glazing, coated, low perf alu frame","market for curtain wall, double glazing, coated, krypton, high perf alu frame","market for curtain wall, triple glazing, two coatings, krypton, high perf alu frame","market for curtain wall, double glazing, two coatings, high perf alu frame","market for curtain wall, single glazing, low perf alu frame","market for curtain wall, double glazing, low perf alu frame","market for curtain wall, double skin facade","market for curtain wall, ccf","market for curtain wall, triple glazing, two coatings, high perf alu frame"
379,196.8359877964684,499.15283979304314,172.3354021462254,226.1758841155247,170.633328385079,139.93769561509845,173.80995411787868,203.09600382747504,171.60990403114604,138.95709391364875,166.12841573404785,305.17270150466146,443.2936082453103,196.74275197300136
380,207.41574705612013,360.67668173860005,181.43716729788034,243.3049241047339,179.77721954221494,146.9668371243391,185.49381618399295,218.33126858593852,180.53633777403434,146.20459064813224,174.89252835030962,318.5568245820963,470.6365547240381,206.8980776804753
381,208.5329495083411,311.2458960944155,181.87658411806146,236.24873929549946,180.14961539754484,146.32339891804781,185.78997846088944,219.56070848631953,180.91140036679562,145.55848285277347,174.7696903440979,320.48701417482584,482.7733898831455,208.2799812072033
382,195.42245353257834,302.14018325910496,170.23413330934142,226.3070818077083,168.35506167805872,136.48782362129242,173.55010254306006,205.57617556383295,169.32000970278855,135.51889699850219,163.81709484850802,297.6262262189354,442.2692533809618,195.1860906995119
383,211.0584501588258,342.69121612189724,184.42481231971462,244.3763176979281,182.74375904497515,149.21933531903602,186.91981470935292,219.49031072484055,183.78841264434615,148.1703747062603,177.89268513422508,323.1357499431143,468.2419826121686,211.13819879199136
384,200.34755840888798,315.0429745653466,175.0837388052968,257.49651723407374,173.44302077148726,141.1668754338664,178.2316562761671,209.64698000705613,174.40285907457402,140.2030787781177,167.703454731541,308.0058831149086,463.2848798767855,200.0697091810939
385,205.51745397285683,384.434426361741,180.81986018683932,252.70508253704142,178.71504923981772,148.18412939362722,183.76157850740958,215.22641029313718,179.4607607684756,147.43534489418835,174.68505559082465,320.7069483395295,480.9002526473495,205.13335192571756
386,242.8905379526633,410.9946567998174,217.2982426418116,274.6352125381194,215.59835251364353,183.07369056756124,221.18064103788993,253.9264343972709,216.4224918208445,182.24615351389994,210.556753170971,392.7179020538309,500.605481688787,242.7618535319018
387,207.17381639005072,288.96288648911377,181.8897694788338,231.7076712802634,180.1589830743568,148.7127697727135,187.0827216674397,220.69038788041578,180.97839744056893,147.8899563740479,175.46024361500432,322.35441380670227,473.28338385797707,206.84288635144577
388,232.12448837803453,561.2093663372266,206.78038626837073,260.90775079219463,205.03050799987645,173.38704152862888,208.8714849278495,239.40135556100705,206.03155940903446,172.38186581162964,200.17922071021843,371.4025228683131,506.53640370149935,231.7193975729612
389,209.15093359780175,305.62390659738145,183.88761599466085,253.37858659076275,181.32304561874386,148.76225841822716,185.43835193596112,217.15375712285476,182.2131819801555,147.86845237317078,176.4763342323554,324.38159007485183,481.8859433117064,208.92314538157083
390,193.96798485798388,367.9655264711788,169.46490750120867,232.7779798507984,167.79289601530405,136.68044069968923,173.5403420357194,205.53816797763275,168.79559698593408,135.67360720467292,162.9446833719886,297.20779789724577,441.0404774697063,194.04327292196683
391,206.0989137948031,372.0053446102847,180.5162304374255,240.89846704678325,178.70805964582084,146.8003721066377,186.97680367509022,222.1952595973792,179.61914600416372,145.88553046601746,174.0081160882999,318.63184951687043,477.5050272906777,205.65777223673805
392,203.1034572056553,399.3962929507021,176.5728676655567,227.42280786964005,175.08481977323507,141.87577059392598,180.67932348562425,214.17427988450476,175.9533345121218,141.00367423404333,169.86769454385663,309.80362173310317,475.3287972511599,202.98527027721065
393,211.2220450776848,324.0075437107967,185.55171616853661,253.2588772090894,183.71932217106675,152.08791276801037,188.4335887655082,220.51999589348088,184.5860727787423,151.21758811906955,179.10422534998546,329.80460519881643,493.69987844223,211.09146248360148
394,216.93692881032212,434.7179936345477,190.35750012255616,275.67412551853886,188.91607068132566,156.07915673350686,195.56674514396855,230.047768382345,190.3664122737768,154.62280975214176,183.1829005739872,336.49635921791196,495.07200484470377,216.74640790784608
395,224.39205842334624,350.0114216548074,199.10502453470798,254.35764112376327,196.09969462320154,162.54027189951262,201.0334112466701,234.05787305560338,197.0188399261685,161.61733683924683,190.74188974389028,349.52143563077703,504.3411602023094,224.1904392887492
396,224.64288321269174,514.4081300918563,197.65637530184978,276.74157087927665,195.78658765555068,161.85974981058885,201.62766416436597,236.4028839245535,196.92000118926126,160.72166392527777,190.52215887067348,350.54149339868934,510.83127502330234,224.72072972552874
397,204.15551364410692,334.1645600286313,178.2828777329897,231.376810486221,176.5717236671363,144.44301446031682,181.91959034863672,214.7394399054436,177.46177009491677,143.54930055500694,171.9343506991936,312.99543607399363,470.27473142820116,204.04370450347994
398,213.35618872294094,366.8801923220587,187.57670144568635,251.9230704950859,185.36352310882592,152.11590398561816,192.0703285927093,226.86641477790332,186.5276143108229,150.9470128855649,179.60318404143078,331.12791297395034,489.4121906808625,213.45280180475464
